"","people_id","name","session","party_id","party","role_id","role","district","NBillsCosponsored","NBillsPrimary","MeanPos","MedianPos","MeanNormPos","MedianNormPos","GOP","DEM","IND","Female","LittleLeader","BigLeader"
"WPSA.L.80.52",19231,"Jill Tolles",80,2,"R",1,"Rep","HD-025",53,13,8.45283018867925,5,0.705368187317106,0.8,1,0,0,1,1,0
"WPSA.L.81.35",19231,"Jill Tolles",81,2,"R",1,"Rep","HD-025",50,6,13.04,9,0.721753607361664,0.883838383838384,1,0,0,1,1,0
"WPSA.L.79.76",19232,"Justin Watkins",79,1,"D",1,"Rep","HD-035",40,7,17.35,5.5,0.588942840163008,0.619047619047619,0,1,0,0,0,0
"WPSA.L.80.53",19232,"Justin Watkins",80,1,"D",1,"Rep","HD-035",2,0,15,15,0.758547008547009,0.758547008547009,0,1,0,0,0,0
"WPSA.L.79.77",19233,"Steve Yeager",79,1,"D",1,"Rep","HD-009",77,11,14.025974025974,7,0.700716813787458,0.777777777777778,0,1,0,0,0,0
"WPSA.L.80.54",19233,"Steve Yeager",80,1,"D",1,"Rep","HD-009",61,11,8.86885245901639,5,0.733024778474493,0.923076923076923,0,1,0,0,1,1
"WPSA.L.81.36",19233,"Steve Yeager",81,1,"D",1,"Rep","HD-009",40,11,12.475,3,0.758123673711909,1,0,1,0,0,1,1
"WPSA.L.82.27",19233,"Steve Yeager",82,1,"D",1,"Rep","HD-009",45,17,7.82222222222222,2,0.651802755136088,0.75,0,1,0,0,1,1
"WPSA.L.79.78",19234,"Yvanna Cancela",79,1,"D",2,"Sen","SD-010",119,10,7.15966386554622,5,0.467087675972113,0.411764705882353,0,1,0,1,0,0
"WPSA.L.80.55",19234,"Yvanna Cancela",80,1,"D",2,"Sen","SD-010",96,18,5.79166666666667,4,0.576984599707542,0.563492063492063,0,1,0,1,1,1
"WPSA.L.81.37",19234,"Yvanna Cancela",81,1,"D",2,"Sen","SD-010",1,0,7,7,0.583333333333333,0.583333333333333,0,1,0,1,0,0
"WPSA.L.80.56",21171,"Dallas Harris",80,1,"D",2,"Sen","SD-011",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.38",21171,"Dallas Harris",81,1,"D",2,"Sen","SD-011",64,23,6.828125,3,0.639126058719449,0.633333333333333,0,1,0,1,0,0
"WPSA.L.82.28",21171,"Dallas Harris",82,1,"D",2,"Sen","SD-011",95,18,6,5,0.499383225959562,0.523809523809524,0,1,0,1,1,0
"WPSA.L.80.57",21172,"Melanie Scheible",80,1,"D",2,"Sen","SD-009",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.39",21172,"Melanie Scheible",81,1,"D",2,"Sen","SD-009",44,11,9.06818181818182,4.5,0.694698657699995,0.816666666666667,0,1,0,1,0,0
"WPSA.L.82.29",21172,"Melanie Scheible",82,1,"D",2,"Sen","SD-009",83,19,8.28915662650602,7,0.689425162359098,0.857142857142857,0,1,0,1,1,1
"WPSA.L.80.58",21173,"Alexander Assefa",80,1,"D",1,"Rep","HD-042",1,0,NA,NA,NA,NA,0,1,0,0,0,0
"WPSA.L.80.59",21174,"Shea Backus",80,1,"D",1,"Rep","HD-037",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.82.30",21174,"Shea Backus",82,1,"D",1,"Rep","HD-037",25,6,7.32,6,0.534555917452295,0.5,0,1,0,1,0,0
"WPSA.L.80.60",21175,"Bea Duran",80,1,"D",1,"Rep","HD-011",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.40",21175,"Bea Duran",81,1,"D",1,"Rep","HD-011",50,7,8.26,7,0.473482619865262,0.459415584415584,0,1,0,1,0,0
"WPSA.L.82.31",21175,"Bea Duran",82,1,"D",1,"Rep","HD-011",40,7,9.175,7,0.517831423174703,0.530197444831591,0,1,0,1,0,0
"WPSA.L.80.61",21176,"Michelle Gorelow",80,1,"D",1,"Rep","HD-035",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.41",21176,"Michelle Gorelow",81,1,"D",1,"Rep","HD-035",46,8,9.73913043478261,7,0.538665446560741,0.537433155080214,0,1,0,1,0,0
"WPSA.L.82.32",21176,"Michelle Gorelow",82,1,"D",1,"Rep","HD-035",47,10,8.19148936170213,7,0.528220262000964,0.473684210526316,0,1,0,1,0,0
"WPSA.L.80.62",21177,"Gregory Hafen",80,2,"R",1,"Rep","HD-036",1,0,NA,NA,NA,NA,1,0,0,0,0,0
"WPSA.L.81.42",21177,"Gregory Hafen",81,2,"R",1,"Rep","HD-036",49,10,7.42857142857143,5,0.548167048023512,0.5,1,0,0,0,1,0
"WPSA.L.82.33",21177,"Gregory Hafen",82,2,"R",1,"Rep","HD-036",39,10,7.35897435897436,5,0.650618481084068,0.619047619047619,1,0,0,0,0,0
"WPSA.L.80.63",21178,"Alexis Hansen",80,2,"R",1,"Rep","HD-032",1,0,NA,NA,NA,NA,1,0,0,1,0,0
"WPSA.L.81.43",21178,"Alexis Hansen",81,2,"R",1,"Rep","HD-032",44,9,9.06818181818182,7.5,0.544093260052485,0.5375,1,0,0,1,0,0
"WPSA.L.82.34",21178,"Alexis Hansen",82,2,"R",1,"Rep","HD-032",40,5,7.75,6,0.650173690223032,0.654761904761905,1,0,0,1,0,0
"WPSA.L.80.64",21179,"Melissa Hardy",80,2,"R",1,"Rep","HD-022",1,0,NA,NA,NA,NA,1,0,0,1,0,0
"WPSA.L.81.44",21179,"Melissa Hardy",81,2,"R",1,"Rep","HD-022",52,8,8.34615384615385,6.5,0.567796358053711,0.594117647058824,1,0,0,1,0,0
"WPSA.L.82.35",21179,"Melissa Hardy",82,2,"R",1,"Rep","HD-022",31,9,8.74193548387097,7,0.678356189154289,0.650793650793651,1,0,0,1,0,0
"WPSA.L.80.65",21180,"Glen Leavitt",80,2,"R",1,"Rep","HD-023",1,0,NA,NA,NA,NA,1,0,0,0,0,0
"WPSA.L.81.45",21180,"Glen Leavitt",81,2,"R",1,"Rep","HD-023",56,10,9.03571428571429,7.5,0.60035491729123,0.656862745098039,1,0,0,0,1,1
"WPSA.L.80.66",21181,"Susan Martinez",80,1,"D",1,"Rep","HD-012",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.46",21181,"Susan Martinez",81,1,"D",1,"Rep","HD-012",46,7,11.804347826087,8,0.69787937088688,0.695360195360195,0,1,0,1,0,0
"WPSA.L.80.67",21182,"Connie Munk",80,1,"D",1,"Rep","HD-004",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.80.68",21183,"Sarah Peters",80,1,"D",1,"Rep","HD-024",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.47",21183,"Sarah Peters",81,1,"D",1,"Rep","HD-024",58,9,11.7758620689655,8,0.678228966569781,0.773504273504274,0,1,0,1,0,0
"WPSA.L.82.36",21183,"Sarah Peters",82,1,"D",1,"Rep","HD-024",60,9,12.1833333333333,9,0.688155480473425,0.815340909090909,0,1,0,1,1,0
"WPSA.L.80.69",21184,"Thomas Roberts",80,2,"R",1,"Rep","HD-013",1,0,NA,NA,NA,NA,1,0,0,0,1,0
"WPSA.L.81.48",21184,"Thomas Roberts",81,2,"R",1,"Rep","HD-013",65,8,10.7076923076923,8,0.730002603250685,0.857142857142857,1,0,0,0,1,0
"WPSA.L.82.37",21184,"Thomas Roberts",82,2,"R",1,"Rep","HD-013",1,0,2,2,1,1,1,0,0,0,0,0
"WPSA.L.80.70",21185,"Selena Torres",80,1,"D",1,"Rep","HD-003",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.49",21185,"Selena Torres",81,1,"D",1,"Rep","HD-003",72,10,11.625,7,0.724487159245762,0.909090909090909,0,1,0,1,0,0
"WPSA.L.82.38",21185,"Selena Torres",82,1,"D",1,"Rep","HD-003",60,10,10.4333333333333,5.5,0.609028981092976,0.740079365079365,0,1,0,1,1,0
"WPSA.L.80.71",21186,"Howard Watts",80,1,"D",1,"Rep","HD-015",1,0,NA,NA,NA,NA,0,1,0,0,0,0
"WPSA.L.81.50",21186,"Howard Watts",81,1,"D",1,"Rep","HD-015",58,10,11.8275862068966,4,0.640795354771988,0.80952380952381,0,1,0,0,0,0
"WPSA.L.82.39",21186,"Howard Watts",82,1,"D",1,"Rep","HD-015",66,12,11.8787878787879,8,0.729851715786522,0.943650793650794,0,1,0,0,1,1
"WPSA.L.80.72",21252,"Rochelle Nguyen",80,1,"D",1,"Rep","HD-010",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.81.51",21252,"Rochelle Nguyen",81,1,"D",1,"Rep","HD-010",61,10,10.1639344262295,5,0.591542526867867,0.666666666666667,0,1,0,1,0,0
"WPSA.L.82.40",21252,"Rochelle Nguyen",82,1,"D",2,"Sen","SD-003",90,12,9.1,8.5,0.719167411185664,0.781746031746032,0,1,0,1,0,0
"WPSA.L.80.73",21338,"Marcia Washington",80,1,"D",2,"Sen","SD-004",1,0,NA,NA,NA,NA,0,1,0,1,0,0
"WPSA.L.80.74",21354,"Greg Smith",80,1,"D",1,"Rep","HD-030",1,0,NA,NA,NA,NA,0,1,0,0,0,0
"WPSA.L.81.52",22753,"Carrie Buck",81,2,"R",2,"Sen","SD-005",63,11,5.95238095238095,4,0.47368720598382,0.375,1,0,0,1,0,0
"WPSA.L.82.41",22753,"Carrie Buck",82,2,"R",2,"Sen","SD-005",71,19,3.33802816901408,3,0.481276251135406,0.363636363636364,1,0,0,1,1,0
"WPSA.L.81.53",22754,"Roberta Lange",81,1,"D",2,"Sen","SD-007",41,13,7.02439024390244,3,0.555439226536787,0.5,0,1,0,1,0,0
"WPSA.L.82.42",22754,"Roberta Lange",82,1,"D",2,"Sen","SD-007",82,19,6.74390243902439,6,0.543262969744973,0.615079365079365,0,1,0,1,1,0
"WPSA.L.81.54",22756,"Cecelia Gonzalez",81,1,"D",1,"Rep","HD-016",63,6,8.68253968253968,6,0.508783574926731,0.545454545454545,0,1,0,1,0,0
"WPSA.L.82.43",22756,"Cecelia Gonzalez",82,1,"D",1,"Rep","HD-016",79,10,6.78481012658228,4,0.501117757605243,0.5,0,1,0,1,0,0
"WPSA.L.81.55",22757,"Natha Anderson",81,1,"D",1,"Rep","HD-030",59,6,5.50847457627119,4,0.352039493224088,0.321428571428571,0,1,0,1,0,0
"WPSA.L.82.44",22757,"Natha Anderson",82,1,"D",1,"Rep","HD-030",68,9,5,3,0.42534836632192,0.364357864357864,0,1,0,1,0,0
"WPSA.L.81.56",22758,"David Orentlicher",81,1,"D",1,"Rep","HD-020",41,5,16,13,0.768425543980567,0.777777777777778,0,1,0,0,0,0
"WPSA.L.82.45",22758,"David Orentlicher",82,1,"D",1,"Rep","HD-020",41,10,12.3414634146341,8,0.821352017955376,0.829268292682927,0,1,0,0,0,0
"WPSA.L.81.57",22768,"Andy Matthews",81,2,"R",1,"Rep","HD-037",45,6,11.8888888888889,11,0.636263326005234,0.714285714285714,1,0,0,0,0,0
"WPSA.L.82.46",22768,"Andy Matthews",82,2,"R",1,"Rep","HD-037",1,0,11,11,0.611111111111111,0.611111111111111,1,0,0,0,0,0
"WPSA.L.81.58",22769,"Heidi Kasama",81,2,"R",1,"Rep","HD-002",42,6,10.5,8,0.58914532106211,0.630681818181818,1,0,0,1,0,0
"WPSA.L.82.47",22769,"Heidi Kasama",82,2,"R",1,"Rep","HD-002",41,8,8.24390243902439,6,0.595795015468617,0.6,1,0,0,1,0,0
"WPSA.L.81.59",22797,"Annie Black",81,2,"R",1,"Rep","HD-019",24,6,7.25,5.5,0.442731953814992,0.412231559290383,1,0,0,1,0,0
"WPSA.L.81.60",22798,"Venicia Considine",81,1,"D",1,"Rep","HD-018",56,6,7.57142857142857,5.5,0.482302659621341,0.444444444444444,0,1,0,1,0,0
"WPSA.L.82.48",22798,"Venicia Considine",82,1,"D",1,"Rep","HD-018",49,7,7.75510204081633,5,0.601673681694997,0.555555555555556,0,1,0,1,0,0
"WPSA.L.81.61",22828,"Tracy Brown-May",81,1,"D",1,"Rep","HD-042",37,0,7.89189189189189,7,0.414793972381836,0.411764705882353,0,1,0,1,0,0
"WPSA.L.82.49",22828,"Tracy Brown-May",82,1,"D",1,"Rep","HD-042",46,9,6.28260869565217,4,0.534885122522886,0.444444444444444,0,1,0,1,0,0
"WPSA.L.81.62",22829,"Elaine Marzola",81,1,"D",1,"Rep","HD-021",48,3,12.5,9.5,0.652408886300269,0.672043010752688,0,1,0,1,0,0
"WPSA.L.82.50",22829,"Elaine Marzola",82,1,"D",1,"Rep","HD-021",32,6,8.6875,4.5,0.580582150821768,0.625,0,1,0,1,0,0
"WPSA.L.81.63",22830,"Cameron Miller",81,1,"D",1,"Rep","HD-007",46,6,11.1521739130435,7.5,0.591521989141778,0.666666666666667,0,1,0,0,0,0
"WPSA.L.82.51",22830,"Cameron Miller",82,1,"D",1,"Rep","HD-007",45,7,10.5111111111111,7,0.617198837776966,0.666666666666667,0,1,0,0,1,0
"WPSA.L.81.64",22831,"Shondra Summers-Armstrong",81,1,"D",1,"Rep","HD-006",44,5,15.0681818181818,10,0.743913772635488,0.818181818181818,0,1,0,1,0,0
"WPSA.L.82.52",22831,"Shondra Summers-Armstrong",82,1,"D",1,"Rep","HD-006",44,8,12.4545454545455,9,0.70349181359152,0.818014705882353,0,1,0,1,0,0
"WPSA.L.81.65",22832,"Clara Thomas",81,1,"D",1,"Rep","HD-017",62,5,14.8548387096774,11,0.857566657620337,0.903993855606759,0,1,0,1,0,0
"WPSA.L.82.53",22832,"Clara Thomas",82,1,"D",1,"Rep","HD-017",73,9,10.958904109589,8,0.716454022912178,0.85,0,1,0,1,0,0
"WPSA.L.81.66",22839,"Fabian Donate",81,1,"D",2,"Sen","SD-010",51,3,7.52941176470588,5,0.521741493800317,0.4,0,1,0,0,0,0
"WPSA.L.82.54",22839,"Fabian Donate",82,1,"D",2,"Sen","SD-010",104,12,5.04807692307692,3,0.456606566357714,0.405882352941176,0,1,0,0,1,1
"WPSA.L.82.55",24694,"Rich DeLong",82,2,"R",1,"Rep","HD-026",30,4,6.46666666666667,6,0.456499665052297,0.4375,1,0,0,0,1,1
"WPSA.L.82.56",24695,"Reuben D'Silva",82,1,"D",1,"Rep","HD-028",68,6,8.11764705882353,6,0.539833740664445,0.510065814943864,0,1,0,0,0,0
"WPSA.L.82.57",24696,"Danielle Gallant",82,2,"R",1,"Rep","HD-023",42,5,6.83333333333333,6,0.542890354795117,0.542568542568542,1,0,0,1,1,0
"WPSA.L.82.58",24697,"Ken Gray",82,2,"R",1,"Rep","HD-039",44,6,5.45454545454545,3,0.437727820203897,0.441558441558442,1,0,0,0,0,0
"WPSA.L.82.59",24698,"Bert Gurr",82,2,"R",1,"Rep","HD-033",45,5,7.93333333333333,6,0.665041918769989,0.666666666666667,1,0,0,0,0,0
"WPSA.L.82.60",24699,"Brian Hibbetts",82,2,"R",1,"Rep","HD-013",34,6,9.29411764705882,7.5,0.665105695388203,0.69375,1,0,0,0,0,0
"WPSA.L.82.61",24700,"Gregory Koenig",82,2,"R",1,"Rep","HD-038",39,3,11.8974358974359,11,0.77658124039703,0.8125,1,0,0,0,0,0
"WPSA.L.82.62",24701,"Selena La Rue Hatch",82,1,"D",1,"Rep","HD-025",41,6,9.92682926829268,8,0.525034875274784,0.6,0,1,0,1,0,0
"WPSA.L.82.63",24702,"Erica Mosca",82,1,"D",1,"Rep","HD-014",35,6,14.4,13,0.720222326692996,0.75609756097561,0,1,0,1,0,0
"WPSA.L.82.64",24703,"Duy Nguyen",82,1,"D",1,"Rep","HD-008",56,6,11.7857142857143,9,0.692281412565151,0.763888888888889,0,1,0,0,0,0
"WPSA.L.82.65",24704,"Jeff Stone",82,2,"R",2,"Sen","SD-020",98,12,6.59183673469388,4,0.677351968442518,0.75,1,0,0,0,1,1
"WPSA.L.82.66",24705,"Thaddeus Yurek",82,2,"R",1,"Rep","HD-019",37,5,10.7297297297297,6,0.707228717097138,0.863636363636364,1,0,0,0,0,0
"WPSA.L.82.67",24823,"Max Carter",82,1,"D",1,"Rep","HD-012",46,5,8.45652173913044,6,0.51504628350064,0.49,0,1,0,0,0,0
"WPSA.L.82.68",24824,"Julie Pazina",82,1,"D",2,"Sen","SD-012",83,9,9.49397590361446,9,0.750166774770755,0.857142857142857,0,1,0,1,0,0
"WPSA.L.82.69",24825,"Angie Taylor",82,1,"D",1,"Rep","HD-027",55,5,15.0545454545455,14,0.818100995128576,0.894736842105263,0,1,0,1,0,0
"WPSA.L.82.70",24874,"Sabra Newby",82,1,"D",1,"Rep","HD-010",33,2,16.3939393939394,14,0.765792673865204,0.785714285714286,0,1,0,1,0,0
